Course Name,Cut-off ATAR,Duration,Award Type,Field of Education,Provider,Campus,Level
Master of Financial Analysis (Investment),,2 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c.",La Trobe University,BUNDOORA VIC,Postgraduate
Master of Financial Analysis and Maser of Professional Accounting,,3 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c., Accounting (Detailed)",La Trobe University,BUNDOORA VIC,Postgraduate
Master of Financial Analysis and Master of Business Administration,,2.5 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c., Business Management",La Trobe University,BUNDOORA VIC,Postgraduate
Master of Financial Analysis and Master of International Business,,3 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c., International Business",La Trobe University,BUNDOORA VIC,Postgraduate
Master of Financial Analysis and Master of Islamic Banking and Finance,,3 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c., Banking & Finance",La Trobe University,BUNDOORA VIC,Postgraduate
Master of Financial Economics,,1.5 years,Master's by coursework,Banking & Finance,University of New South Wales,Sydney NSW,Postgraduate
Master of Financial Management,,2 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c.",Bond University,Bond University QLD,Postgraduate
Master of Financial Management,,1 year,Master's by coursework,Banking & Finance,The Australian National University,Acton ACT,Postgraduate
Master of Financial Management (Professional),,2.8 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c.",Bond University,Bond University QLD,Postgraduate
Master of Financial Mathematics,,1.5 years,Master's by coursework,Mathematical Sciences,University of New South Wales,Sydney NSW,Postgraduate
Master of Financial Mathematics,,1 year,Master's by coursework,Mathematics,University of Wollongong,Wollongong NSW,Postgraduate
Master of Financial Mathematics,,1 year,Master's by coursework,"Banking, Finance & Related Fields",University of Wollongong,Wollongong NSW,Postgraduate
MASTER OF FINANCIAL PLANNING,,1.5 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c.",Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Financial Planning,,2 years,Master's by coursework,"Banking, Finance & Related Fields",Federation University Australia,Mt Helen VIC,Postgraduate
Master of Financial Planning,,1.5 years,Master's by coursework,"Banking, Finance & Related Fields n.e.c.",University of New South Wales,Sydney NSW,Postgraduate
Master of Financial Services,,1.5 years,Master's by coursework,Investment & Securities,University of New England,Distance Education,Postgraduate
Master of Fine Art (C),,1.5 years,Master's by coursework,Fine Arts,RMIT University,City Campus VIC,Postgraduate
Master of Fine Art and Design (Specialisation) (F7D),,1.5 years,Master's by coursework,Visual Arts & Crafts n.e.c.,University of Tasmania,Hobart TAS,Postgraduate
Master of Fine Arts,,1.5 years,Master's by coursework,Fine Arts,Queensland University of Technology,KELVIN GROVE QLD,Postgraduate
Master of Fire Safety Engineering,,1 year,Master's by coursework,Fire Technology,University of Western Sydney,PENRITH CAMPUS NSW,Postgraduate
Master of Fisheries Policy,,1 year,Master's by coursework,Fisheries Studies,University of Wollongong,Wollongong NSW,Postgraduate
Master of Fisheries Policy,,1 year,Master's by coursework,Fisheries Studies,University of Wollongong,Innovation Campus NSW,Postgraduate
Master of Food Science,,2 years,Master's by coursework,Food Science & Biotechnology,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Food Science & Tech (Extn),,2 years,Master's by coursework,Food Science & Biotechnology,University of New South Wales,Sydney NSW,Postgraduate
Master of Food Science and Technology,,1.5 years,Master's by coursework,Food Science & Biotechnology,University of New South Wales,Sydney NSW,Postgraduate
Master of Forensic Accounting,,1 year,Master's by coursework,Accounting (Detailed),University of Wollongong,Wollongong NSW,Postgraduate
Master of Forensic Medicine,,1.5 years,Master's by coursework,Forensic Science,Monash University,Distance Education,Postgraduate
Master of Forensic Mental Health,,1 year,Master's by coursework,Criminology,Griffith University,Distance Education,Postgraduate
Master of Forensic Mental Health,,1 year,Master's by coursework,Psychiatry,University of New South Wales,Sydney NSW,Postgraduate
Master of Forensic Science - Coursework,,2 years,Master's by coursework,Forensic Science,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Forensic Studies in Forensic Science (online),,2 years,Master's by coursework,Forensic Science,University of Canberra,Bruce ACT,Postgraduate
Master of Forest Ecosystem Science,,2 years,Master's by coursework,Forestry Studies (Detailed),The University of Melbourne,CRESWICK VIC,Postgraduate
Master of Forest Science and Management,,2 years,Master's by coursework,Forestry Studies (Detailed),Southern Cross University,Lismore NSW,Postgraduate
Master of Forestry,,1 year,Master's by coursework,Forestry Studies (Detailed),The Australian National University,Acton ACT,Postgraduate
Master of Forestry (K7D),,2 years,Master's by coursework,Forestry Studies (Detailed),University of Tasmania,Hobart TAS,Postgraduate
Master of Forestry (Research),,1.5 years,Master's by coursework,Forestry Studies (Detailed),The Australian National University,Acton ACT,Postgraduate
Master of Fraud and Financial Crime,,1.5 years,Master's by coursework,Justice & Law Enforcement n.e.c.,Charles Sturt University,Distance Education,Postgraduate
Master of Games and Simulation Programming,,2 years,Master's by coursework,Computer Science,Edith Cowan University,MT LAWLEY WA,Postgraduate
Master of Games and Simulation Programming,,2 years,Master's by coursework,Computer Science,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of General Practice Psychiatry,,1 year,Master's by coursework,Psychiatry,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Genetic Counselling,,2 years,Master's by coursework,Public Health n.e.c.,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Genetic Counselling,,2 years,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of Geographic Information Technology,,1 year,Master's by coursework,Geomatic Engineering n.e.c.,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Geographical Science,,1 year,Master's by coursework,Natural & Physical Sciences,The Australian National University,Acton ACT,Postgraduate
Master of Geoscience - Coursework,,2 years,Master's by coursework,Earth Sciences,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Geospatial Information Science,,2 years,Master's by coursework,Geomatic Engineering n.e.c.,Flinders University,Adelaide at Bedford Park SA,Postgraduate
Master of Gerontology,,1 year,Master's by coursework,Care for the Aged,Charles Sturt University,Distance Education,Postgraduate
Master of GIS and Remote Sensing,,1.5 years,Master's by coursework,Information Systems n.e.c.,Charles Sturt University,Distance Education,Postgraduate
Master of Global Laws,,1 year,Master's by coursework,Law,The University of Sydney,Camperdown NSW,Postgraduate
Master of Global Media Communication,,2 years,Master's by coursework,Communication & Media Studies n.e.c.,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Globalisation,,1 year,Master's by coursework,Political Science & Policy Studies,The Australian National University,Acton ACT,Postgraduate
Master of Globalisation Advan,,1.5 years,Master's by coursework,Political Science & Policy Studies,The Australian National University,Acton ACT,Postgraduate
Master of Graduate Optometry,,1 year,Master's by coursework,Optometry,University of New South Wales,Sydney NSW,Postgraduate
Master of Groundwater Studies,,1 year,Master's by coursework,Hydrology,University of New South Wales,Sydney NSW,Postgraduate
Master of Guidance and Counselling,,1.5 years,Master's by coursework,Other Education,James Cook University,Townsville QLD,Postgraduate
Master of Guidance and Counselling,,1.5 years,Master's by coursework,Other Education,James Cook University,Cairns QLD,Postgraduate
Master of Guidance and Counselling,,1.5 years,Master's by coursework,Other Education,James Cook University,Distance Education,Postgraduate
Master of Health (Specialisation) (M7H),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Launceston TAS,Postgraduate
Master of Health (Specialisation) (M7H),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Burnie TAS,Postgraduate
Master of Health (Specialisation) (M7H),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Hobart TAS,Postgraduate
Master of Health (Specialisation) (M7H),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Distance Education,Postgraduate
Master of Health Administration,,1.5 years,Master's by coursework,Optical Technology,Australian Catholic University,NATIONAL NSW,Postgraduate
Master of Health Administration,,2 years,Master's by coursework,Public health,Curtin University of Technology,Bentley Campus WA,Postgraduate
Master of Health Administration,,1.5 years,Master's by coursework,Public & Health Care Administration,Flinders University,Adelaide at City Centre SA,Postgraduate
Master of Health Administration,,1.5 years,Master's by coursework,Public & Health Care Administration,Flinders University,Distance Education,Postgraduate
Master of Health Administration,,1.5 years,Master's by coursework,Public & Health Care Administration,La Trobe University,CITY VIC,Postgraduate
Master of Health Administration,,1 year,Master's by coursework,Public & Health Care Administration,La Trobe University,BUNDOORA VIC,Postgraduate
Master of Health Administration,,1.5 years,Master's by coursework,Public & Health Care Administration,La Trobe University,DISTANCE EDUCATION,Postgraduate
Master of Health and Human Services (M7N),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Launceston TAS,Postgraduate
Master of Health and Human Services (M7N),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Sydney NSW,Postgraduate
Master of Health and Human Services (M7N),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Burnie TAS,Postgraduate
Master of Health and Human Services (M7N),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Hobart TAS,Postgraduate
Master of Health and Human Services (M7N),,3 years,Master's by coursework,Health n.e.c.,University of Tasmania,Distance Education,Postgraduate
MASTER OF HEALTH AND HUMAN SERVICES MANAGEMENT,,1.5 years,Master's by coursework,Public health,Deakin University,BURWOOD VIC,Postgraduate
MASTER OF HEALTH AND HUMAN SERVICES MANAGEMENT,,1.5 years,Master's by coursework,Public health,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Health and International Development,,2 years,Master's by coursework,Public health,Flinders University,Adelaide at Bedford Park SA,Postgraduate
Master of Health and International Development,,2 years,Master's by coursework,Public health,Flinders University,Distance Education,Postgraduate
Master of Health and Medical Law,,1 year,Master's by coursework,Law,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Health Communication,,1 year,Master's by coursework,Health Promotion,The University of Sydney,Camperdown NSW,Postgraduate
Master of Health Economics,,1 year,Master's by coursework,Economics,The Australian National University,Acton ACT,Postgraduate
Master of Health Informatics,,1 year,Master's by coursework,Information Technology n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of Health Informatics,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Health Informatics,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Health Information Management,,2 years,Master's by coursework,Medical Studies,Curtin University of Technology,Bentley Campus WA,Postgraduate
Master of Health Information Management,,2 years,Master's by coursework,Health n.e.c.,La Trobe University,BUNDOORA VIC,Postgraduate
Master of Health Law,,1 year,Master's by coursework,Law n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of Health Leadership and Management,,1 year,Master's by coursework,Nursing,University of Wollongong,Wollongong NSW,Postgraduate
Master of Health Management,,1.5 years,Master's by coursework,Public health,Queensland University of Technology,KELVIN GROVE QLD,Postgraduate
Master of Health Management,,1.5 years,Master's by coursework,Public health,Queensland University of Technology,DISTANCE EDUCATION,Postgraduate
Master of Health Management,,2 years,Master's by coursework,Public & Health Care Administration,University of New England,Armidale NSW,Postgraduate
Master of Health Management,,2 years,Master's by coursework,Public & Health Care Administration,University of New England,Distance Education,Postgraduate
Master of Health Management,,1 year,Master's by coursework,Public & Health Care Administration,University of New South Wales,Sydney NSW,Postgraduate
Master of Health Management (Ext),,1.5 years,Master's by coursework,Public & Health Care Administration,University of New South Wales,Sydney NSW,Postgraduate
"MASTER OF HEALTH MANAGEMENT, QUALITY AND LEADERSHIP",,1.5 years,Master's by coursework,Public & Health Care Administration,Murdoch University,MURDOCH WA,Postgraduate
"MASTER OF HEALTH MANAGEMENT, QUALITY AND LEADERSHIP",,1.5 years,Master's by coursework,Public & Health Care Administration,Murdoch University,Distance Education,Postgraduate
Master of Health Policy,,1 year,Master's by coursework,Public Health n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of Health Policy,,1.5 years,Master's by coursework,Public Health n.e.c.,"University of Technology, Sydney",Broadway NSW,Postgraduate
Master of Health Policy (Advanced),,2 years,Master's by coursework,Public Health n.e.c.,"University of Technology, Sydney",Broadway NSW,Postgraduate
Master of Health Practice,,1 year,Master's by coursework,Health n.e.c.,Griffith University,Nathan QLD,Postgraduate
Master of Health Practice,,1 year,Master's by coursework,Health n.e.c.,Griffith University,Gold Coast QLD,Postgraduate
Master of Health Practice,,1 year,Master's by coursework,Health n.e.c.,Griffith University,Logan QLD,Postgraduate
Master of Health Practice with Honours,,1.5 years,Master's by coursework,Health n.e.c.,Griffith University,Nathan QLD,Postgraduate
Master of Health Practice with Honours,,1.5 years,Master's by coursework,Health n.e.c.,Griffith University,Gold Coast QLD,Postgraduate
Master of Health Practice with Honours,,1.5 years,Master's by coursework,Health n.e.c.,Griffith University,Logan QLD,Postgraduate
Master of Health Professional Education,,1.5 years,Master's by coursework,Other Health,James Cook University,Townsville QLD,Postgraduate
Master of Health Professional Education,,1.5 years,Master's by coursework,Other Health,James Cook University,Distance Education,Postgraduate
Master of Health Professional Education,,1.5 years,Master's by coursework,Medical Science,Monash University,CLAYTON VIC,Postgraduate
Master of Health Professional Education,,1.5 years,Master's by coursework,Teacher Education: Higher Education,The University of Notre Dame Australia,"MOUAT STREET, FREMANTLE WA",Postgraduate
Master of Health Professional Education - Coursework and Dissertation,,1.5 years,Master's by coursework,Public health,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Health Promotion,,1.5 years,Master's by coursework,Public health,Curtin University of Technology,Bentley Campus WA,Postgraduate
MASTER OF HEALTH PROMOTION,,1.5 years,Master's by coursework,Health Promotion,Deakin University,BURWOOD VIC,Postgraduate
MASTER OF HEALTH PROMOTION,,1.5 years,Master's by coursework,Health Promotion,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Health Promotion,,2 years,Master's by coursework,Health Promotion,University of the Sunshine Coast,Sippy Downs QLD,Postgraduate
Master of Health Science,,1.5 years,Master's by coursework,Health n.e.c.,Charles Sturt University,Distance Education,Postgraduate
Master of Health Science,,1.5 years,Master's by coursework,Health n.e.c.,Queensland University of Technology,KELVIN GROVE QLD,Postgraduate
Master of Health Science,,1.5 years,Master's by coursework,Health n.e.c.,Queensland University of Technology,DISTANCE EDUCATION,Postgraduate
Master of Health Science,,1.5 years,Master's by coursework,Other Health,University of New England,Distance Education,Postgraduate
Master of Health Science,,1 year,Master's by coursework,Public health,University of Newcastle,Distance Education,Postgraduate
Master of Health Science,,1 year,Master's by coursework,Health n.e.c.,University of Western Sydney,PARRAMATTA CAMPUS NSW,Postgraduate
Master of Health Science,,1 year,Master's by coursework,Health n.e.c.,University of Western Sydney,Distance Ed,Postgraduate
Master of Health Science (Acupuncture),,1 year,Master's by coursework,Acupuncture,University of Western Sydney,CAMPBELLTOWN CAMPUS NSW,Postgraduate
Master of Health Science (Clinical Data Management),,1 year,Master's by coursework,Business & Management,The University of Sydney,Lidcombe NSW,Postgraduate
Master of Health Science (Developmental Disability),,1 year,Master's by coursework,Occupational Therapy,The University of Sydney,Lidcombe NSW,Postgraduate
Master of Health Science (Education),,1 year,Master's by coursework,Other Education,The University of Sydney,Lidcombe NSW,Postgraduate
Master of Health Science (Medical Radiation Sciences),,2 years,Master's by coursework,Radiography (Detailed),The University of Sydney,Lidcombe NSW,Postgraduate
Master of Health Science (Medical Sonography),,1.5 years,Master's by coursework,Radiography (Detailed),The University of Sydney,Lidcombe NSW,Postgraduate
MASTER OF HEALTH SCIENCE (OSTEOPATHY),,2 years,Master's by coursework,Chiropractic & Osteopathy,Victoria University,City Flinders VIC,Postgraduate
Master of Health Science (Sexual Health),,1 year,Master's by coursework,Health n.e.c.,The University of Sydney,Lidcombe NSW,Postgraduate
Master of Health Science (Traditional Chinese Medicine),,1 year,Master's by coursework,Traditional Chinese Medicine,University of Western Sydney,CAMPBELLTOWN CAMPUS NSW,Postgraduate
Master of Health Sciences,,2 years,Master's by coursework,Health,La Trobe University,BUNDOORA VIC,Postgraduate
Master of Health Sciences,,1 year,Master's by coursework,Rehabilitation Therapies,The University of Sydney,Lidcombe NSW,Postgraduate
MASTER OF HEALTH SCIENCES - AGED SERVICES,,2 years,Master's by coursework,Human Welfare Studies & Services n.e.c.,Victoria University,City Flinders VIC,Postgraduate
MASTER OF HEALTH SCIENCES - AGED SERVICES,,2 years,Master's by coursework,Human Welfare Studies & Services n.e.c.,Victoria University,INTERNET (AUSTRALIA) VIC,Postgraduate
Master of Health Sciences (Infant and Parent Mental Health)(Coursework),,1 year,Master's by coursework,Public Health n.e.c.,The University of Melbourne,PARKVILLE VIC,Postgraduate
Master of Health Service Management (C7O),,2 years,Master's by coursework,Public & Health Care Administration,University of Tasmania,Distance Education,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Public & Health Care Administration,Charles Sturt University,Distance Education,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Public health,Curtin University of Technology,Bentley Campus WA,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Business & Management n.e.c.,Griffith University,South Bank QLD,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Business & Management n.e.c.,Griffith University,Distance Education,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Public & Health Care Administration,Monash University,CLAYTON VIC,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Public & Health Care Administration,Monash University,Distance Education,Postgraduate
Master of Health Services Management,,1.5 years,Master's by coursework,Public & Health Care Administration,"University of Technology, Sydney",Broadway NSW,Postgraduate
Master of Health Services Management (Advanced) (incorporating Honours),,2 years,Master's by coursework,Public & Health Care Administration,Griffith University,South Bank QLD,Postgraduate
Master of Health Services Management and Planning,,2 years,Master's by coursework,Public & Health Care Administration,"University of Technology, Sydney",Broadway NSW,Postgraduate
Master of Health Social Sciences,,2 years,Master's by coursework,Public health,The University of Melbourne,PARKVILLE VIC,Postgraduate
"Master of Health, Safety and Environment",,2 years,Master's by coursework,Public Health n.e.c.,Queensland University of Technology,KELVIN GROVE QLD,Postgraduate
Master of Healthcare Studies,,1.5 years,Master's by coursework,Health n.e.c.,Edith Cowan University,JOONDALUP WA,Postgraduate
Master of Healthcare Studies,,1.5 years,Master's by coursework,Health n.e.c.,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of Heritage Conservation,,1.5 years,Master's by coursework,Architecture & Urban Environment n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of High Performance Sport,,1.5 years,Master's by coursework,"Sport Coaching, Officiating & Instruction",Australian Catholic University,NATIONAL NSW,Postgraduate
Master of Higher Education,,1 year,Master's by coursework,Curriculum & Education Studies,Macquarie University,Macquarie University NSW,Postgraduate
Master of History,,1 year,Master's by coursework,History,The Australian National University,Acton ACT,Postgraduate
Master of History,,2 years,Master's by coursework,History,University of New England,Distance Education,Postgraduate
"Master of HIV, STIs & Sexual Health",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Clin Med)) and Master of Philosophy",,1 year,Master's by coursework,Complimentary Therapies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Clinical Medicine)",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Counselling)",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Laboratory)",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Laboratory) and Master of Phil",,1 year,Master's by coursework,Complimentary Therapies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Nrusing) and Master of Philosophy",,1 year,Master's by coursework,Complimentary Therapies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Nursing)",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Public Health)",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health (Public Health) and Master of Phil",,1 year,Master's by coursework,Complimentary Therapies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
"Master of HIV, STIs & Sexual Health and Master of Philosophy",,1 year,Master's by coursework,Medical Studies n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of Human Biology - Coursework and Dissertation,,2 years,Master's by coursework,Human Biology,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Human Factors and Safety Management Systems,,1.5 years,Master's by coursework,Public health,University of South Australia,Adelaide SA,Postgraduate
MASTER OF HUMAN NUTRITION,,1.5 years,Master's by coursework,Nutrition & Dietetics,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Business & Management,Charles Sturt University,Distance Education,Postgraduate
MASTER OF HUMAN RESOURCE MANAGEMENT,,1.5 years,Master's by coursework,Human Resource Management,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Human Resource Management,,2 years,Master's by coursework,Human Resource Management,Edith Cowan University,MT LAWLEY WA,Postgraduate
Master of Human Resource Management,,2 years,Master's by coursework,Human Resource Management,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Human Resource Management,Edith Cowan University,MT LAWLEY WA,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Human Resource Management,Edith Cowan University,DISTANCE EDUCATION,Postgraduate
Master of Human Resource Management,,1 year,Master's by coursework,Human Resource Management,Griffith University,Nathan QLD,Postgraduate
Master of Human Resource Management,,1 year,Master's by coursework,Human Resource Management,Griffith University,Gold Coast QLD,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Management & Commerce n.e.c.,Monash University,CAULFIELD VIC,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Management & Commerce n.e.c.,Monash University,Distance Education,Postgraduate
MASTER OF HUMAN RESOURCE MANAGEMENT,,2 years,Master's by coursework,Human Resource Management,Murdoch University,MURDOCH WA,Postgraduate
MASTER OF HUMAN RESOURCE MANAGEMENT,,2 years,Master's by coursework,Human Resource Management,Murdoch University,Distance Education,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Human Resource Management,University of Canberra,Bruce ACT,Postgraduate
Master of Human Resource Management,,1 year,Master's by coursework,Human Resource Management,University of Newcastle,NEWCASTLE NSW,Postgraduate
Master of Human Resource Management,,1.5 years,Master's by coursework,Human Resource Management,University of South Australia,Adelaide SA,Postgraduate
Master of Human Resource Management (Extension),,2 years,Master's by coursework,Human Resource Management,University of South Australia,Adelaide SA,Postgraduate
Master of Human Resource Management and Industrial Relations,,1.3 years,Master's by coursework,Human Resource Management,The University of Sydney,Camperdown NSW,Postgraduate
Master of Human Resource Management with Honours,,1.5 years,Master's by coursework,Human Resource Management,Griffith University,Nathan QLD,Postgraduate
Master of Human Resource Management with Honours,,1.5 years,Master's by coursework,Human Resource Management,Griffith University,Gold Coast QLD,Postgraduate
Master of Human Resources,,1.5 years,Master's by coursework,Business Management,Curtin University of Technology,Bentley Campus WA,Postgraduate
Master of Human Resources and Employment Relations - Coursework,,1.5 years,Master's by coursework,Human Resource Management,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Human Resources and Organisational Development,,2 years,Master's by coursework,Other Education,Southern Cross University,New Zealand New Zealand,Postgraduate
Master of Human Resources and Organisational Development,,2 years,Master's by coursework,Other Education,Southern Cross University,Distance Education,Postgraduate
Master of Human Rights,,1.5 years,Master's by coursework,Studies in Human Society,Curtin University of Technology,Bentley Campus WA,Postgraduate
Master of Human Rights,,1 year,Master's by coursework,Studies in Human Society,The University of Sydney,Camperdown NSW,Postgraduate
Master of Human Rights and Democratisation (Asia Pacific),,1.3 years,Master's by coursework,Society & Culture,The University of Sydney,Camperdown NSW,Postgraduate
Master of Human Rights Law,,1 year,Master's by coursework,Law n.e.c.,Monash University,CLAYTON VIC,Postgraduate
Master of Human Rights Law and Policy,,1 year,Master's by coursework,Law n.e.c.,University of New South Wales,Sydney NSW,Postgraduate
Master of Human Service,,1 year,Master's by coursework,Human Welfare Studies & Services n.e.c.,Charles Sturt University,Distance Education,Postgraduate
Master of Human Services,,1 year,Master's by coursework,Human Welfare Studies & Services,Griffith University,Logan QLD,Postgraduate
Master of Human Services with Honours,,1.5 years,Master's by coursework,Human Welfare Studies & Services,Griffith University,Logan QLD,Postgraduate
MASTER OF HUMANITARIAN ASSISTANCE,,2 years,Master's by coursework,Studies in Human Society,Deakin University,DISTANCE EDUCATION,Postgraduate
Master of Hydrogeology - Coursework,,2 years,Master's by coursework,Earth Sciences,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Inclusive Education,,1 year,Master's by coursework,Teacher Education: Special Education,Charles Sturt University,Distance Education,Postgraduate
Master of Indigenous Education,,1 year,Master's by coursework,Curriculum & Education Studies,Macquarie University,Macquarie University NSW,Postgraduate
Master of Indigenous Health,,1 year,Master's by coursework,Indigenous Health,University of Wollongong,Wollongong NSW,Postgraduate
Master of Indigenous Health (Substance Use),,1 year,Master's by coursework,Indigenous Health,The University of Sydney,Camperdown NSW,Postgraduate
Master of Indigenous Languages Education,,1 year,Master's by coursework,Education n.e.c.,The University of Sydney,Camperdown NSW,Postgraduate
Master of Indigenous Studies,,1 year,Master's by coursework,Indigenous,University of New South Wales,Sydney NSW,Postgraduate
Master of Industrial and Organisational Psychology - Coursework,,2 years,Master's by coursework,Psychology,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Industrial and Organisational Psychology and Doctor of Philoso,,1.5 years,Master's by coursework,Psychology,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Infectious Diseases - Coursework & Dissertation,,2 years,Master's by coursework,Microbiology,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Infectious Diseases and Doctor of Philosophy - Coursework,,1.5 years,Master's by coursework,Microbiology,The University of Western Australia,CRAWLEY WA,Postgraduate
Master of Information and Communication Technology,,1.5 years,Master's by coursework,Information Technology,La Trobe University,BUNDOORA VIC,Postgraduate
Master of Information and Communication Technology,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology,,1 year,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology Advanced,,2 years,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology Advanced,,2 years,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology Advanced,,2 years,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology Advanced,,2 years,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology Advanced,,2 years,Master's by coursework,Information Systems,University of Wollongong,Wollongong NSW,Postgraduate
Master of Information and Communication Technology in Education,,1 year,Master's by coursework,Information Technology n.e.c.,Charles Sturt University,Distance Education,Postgraduate
Master of Information and Communications Technology,,1 year,Master's by coursework,Information Technology n.e.c.,University of Western Sydney,PARRAMATTA CAMPUS NSW,Postgraduate
Master of Information and Communications Technology (Advanced),,2 years,Master's by coursework,Information Technology n.e.c.,University of Western Sydney,PARRAMATTA CAMPUS NSW,Postgraduate
